Genus,Importer,Exporter,Term,Purpose,Source
Chlamydotis,KW,AE,live,N,C
Chlamydotis,KZ,AE,live,N,C
Chlamydotis,KZ,AR,live,N,C
Chlamydotis,PK,AE,live,P,C
Chlamydotis,QA,AE,live,B,C
Chlamydotis,SA,AE,live,N,C
Chlamydotis,AE,MA,live,B,C
Chlamydotis,DZ,MA,live,N,C
Chlamydotis,KZ,AR,live,T,
Chlamydotis,SA,KW,live,N,I
Chlamydotis,SA,MA,live,N,C
Catreus,AR,PT,live,T,C
Colinus,MX,US,live,B,F
Crossoptilon,AR,PT,live,T,C
Crossoptilon,NP,NL,live,T,C
Crossoptilon,PK,NL,live,T,C
Crossoptilon,AR,PT,live,T,C
Crossoptilon,NP,NL,live,T,C
Crossoptilon,PK,NL,live,T,C
Crossoptilon,US,CA,feathers,T,I
Lophophorus,AR,PT,live,T,C
Lophophorus,VN,NL,live,T,C
Lophophorus,VN,NL,live,T,C
Lophura,GB,JE,bodies,S,C
Lophura,GB,JE,bodies,S,C
Lophura,BD,NL,live,T,C
Lophura,ID,NL,live,T,C
Lophura,MY,NL,live,T,C
Lophura,UZ,NL,live,T,C
Polyplectron,NO,GB,live,Z,C
Syrmaticus,AR,PT,live,T,C
Syrmaticus,MY,NL,live,T,C
Syrmaticus,NP,NL,live,T,C
Syrmaticus,VN,NL,live,T,C
Syrmaticus,AR,PT,live,T,C
Syrmaticus,ID,NL,live,T,C
Neophocaena,KR,CN,specimens,E,W
Physeter,AT,CH,carvings,S,O
Physeter,AU,DK,carvings,P,O
Physeter,AU,NZ,teeth,P,O
Physeter,AU,US,jewellery - ivory ,T,O
Physeter,CH,GB,carvings,T,O
Physeter,DE,US,bone carvings,Q,O
Physeter,DE,US,carvings,Q,O
Physeter,DK,GL,carvings,P,O
Physeter,DK,GL,teeth,P,O
Physeter,FR,FR,ivory carvings,Q,O
Physeter,FR,FR,carvings,Q,O
Physeter,GB,FJ,carvings,Q,O
